index,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
0,YIO CHU KANG MRT STATION EXIT C,,NIL,YIO CHU KANG MRT STATION EXIT C,YIO CHU KANG MRT STATION EXIT C,NIL,29261.21425,40435.65775,1.381960215,103.8446515,103.8446515
1,YIO CHU KANG MRT STATION EXIT A,,NIL,YIO CHU KANG MRT STATION EXIT A,YIO CHU KANG MRT STATION EXIT A,NIL,29280.077739999997,40401.39851,1.381650385,103.844821,103.844821
2,YIO CHU KANG MRT STATION EXIT B,,NIL,YIO CHU KANG MRT STATION EXIT B,YIO CHU KANG MRT STATION EXIT B,NIL,29294.74806,40389.33426,1.38154128,103.84495290000001,103.84495290000001
3,YIO CHU KANG MRT STATION (NS15),3000,ANG MO KIO AVENUE 8,YIO CHU KANG MRT STATION (NS15),3000 ANG MO KIO AVENUE 8 YIO CHU KANG MRT STATION SINGAPORE 569813,569813,29294.12623,40413.06264,1.381755871,103.8449473,103.8449473
4,UOB YIO CHU KANG MRT STATION,3000,ANG MO KIO AVENUE 8,UOB YIO CHU KANG MRT STATION,3000 ANG MO KIO AVENUE 8 UOB YIO CHU KANG MRT STATION SINGAPORE 569813,569813,29298.998710000003,40404.96071,1.3816826,103.8449911,103.8449911
5,DBS YIO CHU KANG MRT STATION,3000,ANG MO KIO AVENUE 8,DBS YIO CHU KANG MRT STATION,3000 ANG MO KIO AVENUE 8 DBS YIO CHU KANG MRT STATION SINGAPORE 569813,569813,29318.991710000002,40384.639910000005,1.381498825,103.84517070000001,103.84517070000001
0,BRAS BASAH MRT STATION EXIT E,,NIL,BRAS BASAH MRT STATION EXIT E,BRAS BASAH MRT STATION EXIT E,NIL,29903.7628,31100.22847,1.297533874,103.85042469999999,103.85042469999999
1,BRAS BASAH MRT STATION EXIT A,,NIL,BRAS BASAH MRT STATION EXIT A,BRAS BASAH MRT STATION EXIT A,NIL,30003.53492,31026.57579,1.296867779,103.8513212,103.8513212
2,BRAS BASAH MRT STATION EXIT B,,NIL,BRAS BASAH MRT STATION EXIT B,BRAS BASAH MRT STATION EXIT B,NIL,29909.17853,30936.071460000003,1.2960492959999999,103.8504734,103.8504734
3,BRAS BASAH MRT STATION EXIT D,,NIL,BRAS BASAH MRT STATION EXIT D,BRAS BASAH MRT STATION EXIT D,NIL,29874.59058,31103.551410000004,1.297563928,103.85016259999999,103.85016259999999
4,BRAS BASAH MRT STATION EXIT C,,NIL,BRAS BASAH MRT STATION EXIT C,BRAS BASAH MRT STATION EXIT C,NIL,29884.836110000004,31043.29437,1.297018983,103.85025470000001,103.85025470000001
5,BRAS BASAH MRT STATION (CC2),65,BRAS BASAH ROAD,BRAS BASAH MRT STATION (CC2),65 BRAS BASAH ROAD BRAS BASAH MRT STATION SINGAPORE 189561,189561,29930.76738,31025.9016,1.296861686,103.8506674,103.8506674
6,OCBC BRAS BASAH MRT STATION,65,BRAS BASAH ROAD,OCBC BRAS BASAH MRT STATION,65 BRAS BASAH ROAD OCBC BRAS BASAH MRT STATION SINGAPORE 189561,189561,29956.09812,31020.4566,1.296812442,103.850895,103.850895
7,DBS BRAS BASAH MRT STATION,65,BRAS BASAH ROAD,DBS BRAS BASAH MRT STATION,65 BRAS BASAH ROAD DBS BRAS BASAH MRT STATION SINGAPORE 189561,189561,29949.6059,31025.42155,1.296857344,103.8508366,103.8508366
0,MACPHERSON MRT STATION,171,PAYA LEBAR ROAD,MACPHERSON MRT STATION,171 PAYA LEBAR ROAD MACPHERSON MRT STATION SINGAPORE 409048,409048,34308.94224,34340.77432,1.326839632,103.8900079,103.8900079
0,CITY HALL MRT STATION,150,NORTH BRIDGE ROAD,CITY HALL MRT STATION,150 NORTH BRIDGE ROAD CITY HALL MRT STATION SINGAPORE 179100,179100,30139.47037,30597.78167,1.292989907,103.85254259999999,103.85254259999999
0,TAMPINES EAST MRT STATION EXIT D,,NIL,TAMPINES EAST MRT STATION EXIT D,TAMPINES EAST MRT STATION EXIT D,NIL,41620.2113,37673.91459,1.3569809080000002,103.95570500000001,103.95570500000001
1,TAMPINES EAST MRT STATION EXIT A,,NIL,TAMPINES EAST MRT STATION EXIT A,TAMPINES EAST MRT STATION EXIT A,NIL,41490.572739999996,37616.628169999996,1.35646289,103.95454009999999,103.95454009999999
2,TAMPINES EAST MRT STATION EXIT B,,NIL,TAMPINES EAST MRT STATION EXIT B,TAMPINES EAST MRT STATION EXIT B,NIL,41562.11079,37522.35157,1.3556102559999998,103.9551829,103.9551829
3,TAMPINES EAST MRT STATION EXIT C,,NIL,TAMPINES EAST MRT STATION EXIT C,TAMPINES EAST MRT STATION EXIT C,NIL,41620.248230000005,37516.94519,1.3555613359999998,103.95570529999999,103.95570529999999
4,TAMPINES EAST MRT STATION (DT33),20,TAMPINES AVENUE 7,TAMPINES EAST MRT STATION (DT33),20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION SINGAPORE 529623,529623,41501.07485,37586.61776,1.3561914830000001,103.9546345,103.9546345
0,TAMPINES WEST MRT STATION EXIT A,,NIL,TAMPINES WEST MRT STATION EXIT A,TAMPINES WEST MRT STATION EXIT A,NIL,39670.02432,36420.20639,1.345643664,103.9381809,103.9381809
1,TAMPINES WEST MRT STATION EXIT B,,NIL,TAMPINES WEST MRT STATION EXIT B,TAMPINES WEST MRT STATION EXIT B,NIL,39756.377389999994,36349.9497,1.345008255,103.9389568,103.9389568
2,TAMPINES WEST MRT STATION (DT31),2,TAMPINES AVENUE 4,TAMPINES WEST MRT STATION (DT31),2 TAMPINES AVENUE 4 TAMPINES WEST MRT STATION SINGAPORE 529683,529683,39698.52759,36406.01433,1.345515306,103.938437,103.938437
3,OCBC TAMPINES WEST MRT STATION,2,TAMPINES AVENUE 4,OCBC TAMPINES WEST MRT STATION,2 TAMPINES AVENUE 4 OCBC TAMPINES WEST MRT STATION SINGAPORE 529683,529683,39704.70625,36419.10142,1.3456336580000001,103.93849250000001,103.93849250000001
0,GEYLANG BAHRU MRT STATION EXIT A,,NIL,GEYLANG BAHRU MRT STATION EXIT A,GEYLANG BAHRU MRT STATION EXIT A,NIL,32255.94045,33757.66697,1.321566573,103.8715604,103.8715604
1,GEYLANG BAHRU MRT STATION EXIT B,,NIL,GEYLANG BAHRU MRT STATION EXIT B,GEYLANG BAHRU MRT STATION EXIT B,NIL,32280.92773,33706.93671,1.321107783,103.871785,103.871785
2,GEYLANG BAHRU MRT STATION (DT24),541,KALLANG BAHRU,GEYLANG BAHRU MRT STATION (DT24),541 KALLANG BAHRU GEYLANG BAHRU MRT STATION SINGAPORE 339355,339355,32262.86126,33728.31269,1.321301102,103.8716226,103.8716226
0,BENDEMEER MRT STATION EXIT A,,NIL,BENDEMEER MRT STATION EXIT A,BENDEMEER MRT STATION EXIT A,NIL,31310.24727,32907.08509,1.3138743290000001,103.86306280000001,103.86306280000001
1,BENDEMEER MRT STATION EXIT B,,NIL,BENDEMEER MRT STATION EXIT B,BENDEMEER MRT STATION EXIT B,NIL,31327.055839999997,32865.25655,1.313496045,103.8632138,103.8632138
2,BENDEMEER MRT STATION (DT23),11,KALLANG BAHRU,BENDEMEER MRT STATION (DT23),11 KALLANG BAHRU BENDEMEER MRT STATION SINGAPORE 339356,339356,31300.767610000003,32884.770919999995,1.313672528,103.8629776,103.8629776
0,BENCOOLEN MRT STATION EXIT A,,NIL,BENCOOLEN MRT STATION EXIT A,BENCOOLEN MRT STATION EXIT A,NIL,29949.79048,31284.61525,1.2992013999999998,103.85083829999999,103.85083829999999
1,BENCOOLEN MRT STATION EXIT B,,NIL,BENCOOLEN MRT STATION EXIT B,BENCOOLEN MRT STATION EXIT B,NIL,29810.26543,31164.52512,1.2981153559999998,103.84958459999999,103.84958459999999
2,BENCOOLEN MRT STATION EXIT C,,NIL,BENCOOLEN MRT STATION EXIT C,BENCOOLEN MRT STATION EXIT C,NIL,29833.3902,31164.243260000003,1.298112806,103.84979240000001,103.84979240000001
3,BENCOOLEN MRT STATION (DT21),31,BENCOOLEN STREET,BENCOOLEN MRT STATION (DT21),31 BENCOOLEN STREET BENCOOLEN MRT STATION SINGAPORE 189658,189658,29895.86395,31253.32587,1.298918434,103.8503538,103.8503538
0,HARBOURFRONT MRT STATION,81,TELOK BLANGAH ROAD,HARBOURFRONT MRT STATION,81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION SINGAPORE 098867,098867,26579.76679,27537.23074,1.265311399,103.8205573,103.8205573
0,PROMENADE MRT STATION EXIT B,,NIL,PROMENADE MRT STATION EXIT B,PROMENADE MRT STATION EXIT B,NIL,30983.999239999997,30694.05735,1.293860521,103.8601311,103.8601311
1,PROMENADE MRT STATION EXIT C,,NIL,PROMENADE MRT STATION EXIT C,PROMENADE MRT STATION EXIT C,NIL,30993.78472,30722.22207,1.294115232,103.860219,103.860219
2,PROMENADE MRT STATION EXIT A,,NIL,PROMENADE MRT STATION EXIT A,PROMENADE MRT STATION EXIT A,NIL,31041.577230000003,30456.041910000004,1.291707988,103.8606484,103.8606484
3,PROMENADE MRT STATION (DT15),10,TEMASEK AVENUE,PROMENADE MRT STATION (DT15),10 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039194,039194,31068.66081,30586.93695,1.292891754,103.86089179999999,103.86089179999999
4,PROMENADE MRT STATION (CC4),2,TEMASEK AVENUE,PROMENADE MRT STATION (CC4),2 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039193,039193,31008.36188,30709.257810000003,1.293997986,103.86035,103.86035
5,DBS PROMENADE MRT STATION,2,TEMASEK AVENUE,DBS PROMENADE MRT STATION,2 TEMASEK AVENUE DBS PROMENADE MRT STATION SINGAPORE 039193,039193,31088.18509,30607.077510000003,1.293073896,103.86106720000001,103.86106720000001
6,UOB PROMENADE MRT STATION,2,TEMASEK AVENUE,UOB PROMENADE MRT STATION,2 TEMASEK AVENUE UOB PROMENADE MRT STATION SINGAPORE 039193,039193,31008.361910000003,30709.32219,1.293998569,103.86035,103.86035
7,OCBC PROMENADE MRT STATION,2,TEMASEK AVENUE,OCBC PROMENADE MRT STATION,2 TEMASEK AVENUE OCBC PROMENADE MRT STATION SINGAPORE 039193,039193,31008.361910000003,30709.32219,1.293998569,103.86035,103.86035
0,BUGIS MRT STATION,320,VICTORIA STREET,BUGIS MRT STATION,320 VICTORIA STREET BUGIS MRT STATION SINGAPORE 188045,188045,30491.534989999996,31424.2825,1.300464463,103.85570609999999,103.85570609999999
1,BUGIS MRT STATION,220,VICTORIA STREET,BUGIS MRT STATION,220 VICTORIA STREET BUGIS MRT STATION SINGAPORE 188022,188022,30481.3648,31402.1925,1.30026469,103.8556148,103.8556148
0,KENT RIDGE MRT STATION EXIT A,,NIL,KENT RIDGE MRT STATION EXIT A,KENT RIDGE MRT STATION EXIT A,NIL,22563.07342,30744.66281,1.294317848,103.7844655,103.7844655
1,KENT RIDGE MRT STATION EXIT B,,NIL,KENT RIDGE MRT STATION EXIT B,KENT RIDGE MRT STATION EXIT B,NIL,22603.56617,30537.62995,1.292445523,103.7848293,103.7848293
2,KENT RIDGE MRT STATION EXIT C,,NIL,KENT RIDGE MRT STATION EXIT C,KENT RIDGE MRT STATION EXIT C,NIL,22563.01482,30708.24101,1.293988462,103.7844649,103.7844649
3,KENT RIDGE MRT STATION EXIT D,,NIL,KENT RIDGE MRT STATION EXIT D,KENT RIDGE MRT STATION EXIT D,NIL,22570.114719999998,30622.8244,1.2932159859999999,103.78452879999999,103.78452879999999
4,KENT RIDGE MRT STATION (CC24),301,SOUTH BUONA VISTA ROAD,KENT RIDGE MRT STATION (CC24),301 SOUTH BUONA VISTA ROAD KENT RIDGE MRT STATION SINGAPORE 118177,118177,22575.01071,30657.933289999997,1.293533499,103.78457270000001,103.78457270000001
5,OCBC KENT RIDGE MRT STATION,301,SOUTH BUONA VISTA ROAD,OCBC KENT RIDGE MRT STATION,301 SOUTH BUONA VISTA ROAD OCBC KENT RIDGE MRT STATION SINGAPORE 118177,118177,22574.63866,30661.29546,1.293563905,103.7845694,103.7845694
0,PUNGGOL MRT STATION EXIT A,,NIL,PUNGGOL MRT STATION EXIT A,PUNGGOL MRT STATION EXIT A,NIL,35674.221139999994,43022.835510000004,1.405356725,103.90227790000002,103.90227790000002
1,PUNGGOL MRT STATION EXIT C,,NIL,PUNGGOL MRT STATION EXIT C,PUNGGOL MRT STATION EXIT C,NIL,35658.61794,42906.691960000004,1.4043063690000002,103.90213759999999,103.90213759999999
2,PUNGGOL MRT STATION EXIT D,,NIL,PUNGGOL MRT STATION EXIT D,PUNGGOL MRT STATION EXIT D,NIL,35618.72882,42922.2965,1.4044475019999998,103.90177920000001,103.90177920000001
3,PUNGGOL MRT STATION EXIT B,,NIL,PUNGGOL MRT STATION EXIT B,PUNGGOL MRT STATION EXIT B,NIL,35714.11026,43000.70247,1.405156551,103.9026363,103.9026363
4,PUNGGOL MRT STATION (NE17),70,PUNGGOL CENTRAL,PUNGGOL MRT STATION (NE17),70 PUNGGOL CENTRAL PUNGGOL MRT STATION SINGAPORE 828868,828868,35651.3828,42933.24827,1.4045465369999999,103.9020726,103.9020726
5,OCBC PUNGGOL MRT STATION,70,PUNGGOL CENTRAL,OCBC PUNGGOL MRT STATION,70 PUNGGOL CENTRAL OCBC PUNGGOL MRT STATION SINGAPORE 828868,828868,35648.23139,42916.804489999995,1.4043978259999998,103.9020443,103.9020443
6,DBS PUNGGOL MRT STATION,70,PUNGGOL CENTRAL,DBS PUNGGOL MRT STATION,70 PUNGGOL CENTRAL DBS PUNGGOL MRT STATION SINGAPORE 828868,828868,35684.44979,42997.71789,1.4051295680000002,103.9023698,103.9023698
0,TANJONG PAGAR MRT STATION EXIT F,,NIL,TANJONG PAGAR MRT STATION EXIT F,TANJONG PAGAR MRT STATION EXIT F,NIL,29514.57307,28871.658069999998,1.277379488,103.8469276,103.8469276
1,TANJONG PAGAR MRT STATION EXIT H,,NIL,TANJONG PAGAR MRT STATION EXIT H,TANJONG PAGAR MRT STATION EXIT H,NIL,29460.876669999998,28658.40505,1.275450905,103.84644509999998,103.84644509999998
2,TANJONG PAGAR MRT STATION EXIT A,,NIL,TANJONG PAGAR MRT STATION EXIT A,TANJONG PAGAR MRT STATION EXIT A,NIL,29280.07735,28763.21157,1.276398746,103.8448205,103.8448205
3,TANJONG PAGAR MRT STATION EXIT D,,NIL,TANJONG PAGAR MRT STATION EXIT D,TANJONG PAGAR MRT STATION EXIT D,NIL,29510.57682,28725.86624,1.276060998,103.8468917,103.8468917
4,TANJONG PAGAR MRT STATION EXIT E,,NIL,TANJONG PAGAR MRT STATION EXIT E,TANJONG PAGAR MRT STATION EXIT E,NIL,29534.00034,28748.65836,1.2762671209999998,103.8471021,103.8471021
5,TANJONG PAGAR MRT STATION EXIT G,,NIL,TANJONG PAGAR MRT STATION EXIT G,TANJONG PAGAR MRT STATION EXIT G,NIL,29517.418260000002,28916.446689999997,1.27778454,103.8469531,103.8469531
6,TANJONG PAGAR MRT STATION EXIT B,,NIL,TANJONG PAGAR MRT STATION EXIT B,TANJONG PAGAR MRT STATION EXIT B,NIL,29473.08,28792.392180000003,1.276662637,103.8465547,103.8465547
7,TANJONG PAGAR MRT STATION EXIT C,,NIL,TANJONG PAGAR MRT STATION EXIT C,TANJONG PAGAR MRT STATION EXIT C,NIL,29470.31223,28729.4352,1.2760932759999999,103.84652990000001,103.84652990000001
8,TANJONG PAGAR MRT STATION EXIT I,,NIL,TANJONG PAGAR MRT STATION EXIT I,TANJONG PAGAR MRT STATION EXIT I,NIL,29373.92705,28762.54501,1.276392714,103.8456638,103.8456638
9,TANJONG PAGAR MRT STATION (EW15),120,MAXWELL ROAD,TANJONG PAGAR MRT STATION (EW15),120 MAXWELL ROAD TANJONG PAGAR MRT STATION SINGAPORE 069119,069119,29380.756739999997,28781.18833,1.276561317,103.8457252,103.8457252
0,ONE-NORTH MRT STATION EXIT C,,NIL,ONE-NORTH MRT STATION EXIT C,ONE-NORTH MRT STATION EXIT C,NIL,22908.08669,31341.4124,1.299714698,103.7875655,103.7875655
1,ONE-NORTH MRT STATION EXIT A,,NIL,ONE-NORTH MRT STATION EXIT A,ONE-NORTH MRT STATION EXIT A,NIL,22833.66719,31266.325610000004,1.299035627,103.7868968,103.7868968
2,ONE-NORTH MRT STATION EXIT B,,NIL,ONE-NORTH MRT STATION EXIT B,ONE-NORTH MRT STATION EXIT B,NIL,22948.05187,31414.04808,1.300371595,103.7879245,103.7879245
3,ONE-NORTH MRT STATION EXIT D,,NIL,ONE-NORTH MRT STATION EXIT D,ONE-NORTH MRT STATION EXIT D,NIL,22932.95756,31382.158310000003,1.3000831929999999,103.78778890000001,103.78778890000001
4,ONE-NORTH MRT STATION (CC23),9,AYER RAJAH AVENUE,ONE-NORTH MRT STATION (CC23),9 AYER RAJAH AVENUE ONE-NORTH MRT STATION SINGAPORE 138647,138647,22896.072809999998,31346.4081,1.299759875,103.7874575,103.7874575
0,BISHAN MRT STATION,17,BISHAN PLACE,BISHAN MRT STATION,17 BISHAN PLACE BISHAN MRT STATION SINGAPORE 579842,579842,29862.821239999997,37014.327919999996,1.3510188980000002,103.85005720000001,103.85005720000001
0,STADIUM MRT STATION EXIT A,,NIL,STADIUM MRT STATION EXIT A,STADIUM MRT STATION EXIT A,NIL,32571.988210000003,31650.61392,1.302511088,103.8744,103.8744
1,STADIUM MRT STATION EXIT B,,NIL,STADIUM MRT STATION EXIT B,STADIUM MRT STATION EXIT B,NIL,32775.23115,31745.61635,1.303370226,103.8762262,103.8762262
2,STADIUM MRT STATION (CC6),3,STADIUM WALK,STADIUM MRT STATION (CC6),3 STADIUM WALK STADIUM MRT STATION SINGAPORE 397692,397692,32676.347710000002,31683.94076,1.302812468,103.8753377,103.8753377
0,SOMERSET MRT STATION,1,SOMERSET ROAD,SOMERSET MRT STATION,1 SOMERSET ROAD SOMERSET MRT STATION SINGAPORE 238162,238162,28649.91258,31400.876119999997,1.3002528770000001,103.8391583,103.8391583
0,ORCHARD MRT STATION EXIT B,,NIL,ORCHARD MRT STATION EXIT B,ORCHARD MRT STATION EXIT B,NIL,27872.351810000004,31723.16322,1.303167535,103.8321716,103.8321716
1,ORCHARD MRT STATION EXIT D,,NIL,ORCHARD MRT STATION EXIT D,ORCHARD MRT STATION EXIT D,NIL,27938.986889999996,31832.17276,1.3041533790000002,103.83277029999999,103.83277029999999
2,ORCHARD MRT STATION EXIT E,,NIL,ORCHARD MRT STATION EXIT E,ORCHARD MRT STATION EXIT E,NIL,27857.6837,31877.18731,1.304560474,103.83203979999999,103.83203979999999
3,ORCHARD MRT STATION EXIT A,,NIL,ORCHARD MRT STATION EXIT A,ORCHARD MRT STATION EXIT A,NIL,27911.69398,31914.47625,1.304897702,103.8325251,103.8325251
4,ORCHARD MRT STATION EXIT C,,NIL,ORCHARD MRT STATION EXIT C,ORCHARD MRT STATION EXIT C,NIL,27922.21135,31854.40054,1.3043543990000002,103.8326196,103.8326196
5,ORCHARD MRT STATION (TE14),301,ORCHARD BOULEVARD,ORCHARD MRT STATION (TE14),301 ORCHARD BOULEVARD ORCHARD MRT STATION SINGAPORE 237974,237974,27783.69734,31709.532489999998,1.3030442629999999,103.831375,103.831375
6,ORCHARD MRT STATION (NS22),437,ORCHARD ROAD,ORCHARD MRT STATION (NS22),437 ORCHARD ROAD ORCHARD MRT STATION SINGAPORE 238878,238878,27880.55443,31812.99412,1.303979934,103.8322453,103.8322453
7,OCBC ORCHARD MRT STATION,437,ORCHARD ROAD,OCBC ORCHARD MRT STATION,437 ORCHARD ROAD OCBC ORCHARD MRT STATION SINGAPORE 238878,238878,27886.04631,31742.600510000004,1.3033433190000001,103.8322947,103.8322947
8,UOB ORCHARD MRT STATION,437,ORCHARD ROAD,UOB ORCHARD MRT STATION,437 ORCHARD ROAD UOB ORCHARD MRT STATION SINGAPORE 238878,238878,27886.04631,31742.600510000004,1.3033433190000001,103.8322947,103.8322947
9,DBS ORCHARD MRT STATION,437,ORCHARD ROAD,DBS ORCHARD MRT STATION,437 ORCHARD ROAD DBS ORCHARD MRT STATION SINGAPORE 238878,238878,27886.04631,31742.600510000004,1.3033433190000001,103.8322947,103.8322947
0,JALAN BESAR MRT STATION EXIT A,,NIL,JALAN BESAR MRT STATION EXIT A,JALAN BESAR MRT STATION EXIT A,NIL,30445.500689999997,31913.648060000003,1.304890116,103.8552925,103.8552925
1,JALAN BESAR MRT STATION EXIT B,,NIL,JALAN BESAR MRT STATION EXIT B,JALAN BESAR MRT STATION EXIT B,NIL,30439.327530000002,31980.26317,1.30549256,103.8552371,103.8552371
2,JALAN BESAR MRT STATION (DT22),90,JALAN BESAR,JALAN BESAR MRT STATION (DT22),90 JALAN BESAR JALAN BESAR MRT STATION SINGAPORE 208826,208826,30445.85298,31944.74962,1.305171388,103.8552957,103.8552957
0,BAYFRONT MRT STATION EXIT,,NIL,BAYFRONT MRT STATION EXIT,BAYFRONT MRT STATION EXIT,NIL,31099.66976,29376.06397,1.281941042,103.8611703,103.8611703
1,BAYFRONT MRT STATION EXIT D,,NIL,BAYFRONT MRT STATION EXIT D,BAYFRONT MRT STATION EXIT D,NIL,30913.092060000003,29474.839839999997,1.282834354,103.8594938,103.8594938
2,BAYFRONT MRT STATION EXIT A,,NIL,BAYFRONT MRT STATION EXIT A,BAYFRONT MRT STATION EXIT A,NIL,30847.11615,29302.4357,1.281275198,103.858901,103.858901
3,BAYFRONT MRT STATION EXIT B,,NIL,BAYFRONT MRT STATION EXIT B,BAYFRONT MRT STATION EXIT B,NIL,30942.62166,29460.56167,1.282705224,103.8597592,103.8597592
4,BAYFRONT MRT STATION EXIT C,,NIL,BAYFRONT MRT STATION EXIT C,BAYFRONT MRT STATION EXIT C,NIL,30924.55803,29474.901280000002,1.282834909,103.8595969,103.8595969
5,BAYFRONT MRT STATION EXIT E,,NIL,BAYFRONT MRT STATION EXIT E,BAYFRONT MRT STATION EXIT E,NIL,30793.50465,29285.373069999998,1.281120894,103.8584193,103.8584193
6,BAYFRONT MRT STATION (DT16 / CE1),11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION SINGAPORE 018957,018957,30867.00927,29368.625030000003,1.281873789,103.85907979999999,103.85907979999999
7,UOB BAYFRONT MRT STATION,11,BAYFRONT AVENUE,UOB BAYFRONT MRT STATION,11 BAYFRONT AVENUE UOB BAYFRONT MRT STATION SINGAPORE 018957,018957,30867.0093,29368.625,1.281873789,103.85907979999999,103.85907979999999
0,SENGKANG MRT STATION EXIT B,,NIL,SENGKANG MRT STATION EXIT B,SENGKANG MRT STATION EXIT B,NIL,34935.211639999994,41523.29745,1.391795637,103.8956369,103.8956369
1,SENGKANG MRT STATION EXIT D,,NIL,SENGKANG MRT STATION EXIT D,SENGKANG MRT STATION EXIT D,NIL,34946.13603,41594.53815,1.39243991,103.8957351,103.8957351
2,SENGKANG MRT STATION EXIT C,,NIL,SENGKANG MRT STATION EXIT C,SENGKANG MRT STATION EXIT C,NIL,34887.63964,41422.225,1.390881586,103.8952094,103.8952094
3,SENGKANG MRT STATION EXIT A,,NIL,SENGKANG MRT STATION EXIT A,SENGKANG MRT STATION EXIT A,NIL,34909.48495,41526.999110000004,1.39182912,103.8954057,103.8954057
4,SENGKANG MRT STATION (NE16),5,SENGKANG SQUARE,SENGKANG MRT STATION (NE16),5 SENGKANG SQUARE SENGKANG MRT STATION SINGAPORE 545062,545062,34918.27401,41512.12769,1.391694626,103.89548470000001,103.89548470000001
5,UOB SENGKANG MRT STATION AUTOLOBBY,5,SENGKANG SQUARE,UOB SENGKANG MRT STATION AUTOLOBBY,5 SENGKANG SQUARE UOB SENGKANG MRT STATION AUTOLOBBY SINGAPORE 545062,545062,34918.24069,41512.00229,1.391693492,103.8954844,103.8954844
6,OCBC SENGKANG MRT STATION,5,SENGKANG SQUARE,OCBC SENGKANG MRT STATION,5 SENGKANG SQUARE OCBC SENGKANG MRT STATION SINGAPORE 545062,545062,34920.88653,41517.823130000004,1.391746133,103.89550820000001,103.89550820000001
0,BUKIT BROWN MRT STATION EXIT,,NIL,BUKIT BROWN MRT STATION EXIT,BUKIT BROWN MRT STATION EXIT,NIL,27588.587489999998,35059.68712,1.333341876,103.8296218,103.8296218
1,BUKIT BROWN MRT STATION (CC18),490,JALAN MASHHOR,BUKIT BROWN MRT STATION (CC18),490 JALAN MASHHOR BUKIT BROWN MRT STATION SINGAPORE 299176,299176,27707.416569999998,35102.48027,1.333728883,103.8306895,103.8306895
0,MOUNTBATTEN MRT STATION,301,MOUNTBATTEN ROAD,MOUNTBATTEN MRT STATION,301 MOUNTBATTEN ROAD MOUNTBATTEN MRT STATION SINGAPORE 398006,398006,33534.1084,32053.452639999996,1.306154061,103.88304509999999,103.88304509999999
0,KOVAN MRT STATION,900,UPPER SERANGOON ROAD,KOVAN MRT STATION,900 UPPER SERANGOON ROAD KOVAN MRT STATION SINGAPORE 534799,534799,33695.30948,37996.621060000005,1.35990192,103.8844947,103.8844947
0,FORT CANNING MRT STATION EXIT B,,NIL,FORT CANNING MRT STATION EXIT B,FORT CANNING MRT STATION EXIT B,NIL,29234.809760000004,30579.48737,1.2928245090000001,103.8444139,103.8444139
1,FORT CANNING MRT STATION EXIT A,,NIL,FORT CANNING MRT STATION EXIT A,FORT CANNING MRT STATION EXIT A,NIL,29206.274530000002,30533.94232,1.292412616,103.8441575,103.8441575
2,FORT CANNING MRT STATION (DT20),170,RIVER VALLEY ROAD,FORT CANNING MRT STATION (DT20),170 RIVER VALLEY ROAD FORT CANNING MRT STATION SINGAPORE 179038,179038,29225.627610000003,30541.60877,1.292481948,103.8443314,103.8443314
0,FARRER ROAD MRT STATION EXIT B,,NIL,FARRER ROAD MRT STATION EXIT B,FARRER ROAD MRT STATION EXIT B,NIL,25113.765330000002,33313.56147,1.3175504,103.8073843,103.8073843
1,FARRER ROAD MRT STATION EXIT A,,NIL,FARRER ROAD MRT STATION EXIT A,FARRER ROAD MRT STATION EXIT A,NIL,25178.570209999998,33307.4707,1.317495323,103.8079666,103.8079666
2,FARRER ROAD MRT STATION (CC20),71,FARRER ROAD,FARRER ROAD MRT STATION (CC20),71 FARRER ROAD FARRER ROAD MRT STATION SINGAPORE 268857,268857,25113.2012,33301.26022,1.317439152,103.8073792,103.8073792
0,DOWNTOWN MRT STATION EXIT C,,NIL,DOWNTOWN MRT STATION EXIT C,DOWNTOWN MRT STATION EXIT C,NIL,30207.948589999996,29101.637510000004,1.2794593,103.85315779999999,103.85315779999999
1,DOWNTOWN MRT STATION EXIT A,,NIL,DOWNTOWN MRT STATION EXIT A,DOWNTOWN MRT STATION EXIT A,NIL,30150.798489999997,29138.15008,1.279789511,103.8526443,103.8526443
2,DOWNTOWN MRT STATION EXIT B,,NIL,DOWNTOWN MRT STATION EXIT B,DOWNTOWN MRT STATION EXIT B,NIL,30180.96105,29119.100039999998,1.2796172270000001,103.85291529999999,103.85291529999999
3,DOWNTOWN MRT STATION EXIT,,NIL,DOWNTOWN MRT STATION EXIT,DOWNTOWN MRT STATION EXIT,NIL,30105.4158,29007.51001,1.278608051,103.8522365,103.8522365
4,DOWNTOWN MRT STATION EXIT E,,NIL,DOWNTOWN MRT STATION EXIT E,DOWNTOWN MRT STATION EXIT E,NIL,30129.15165,29109.1186,1.279526962,103.8524498,103.8524498
5,DOWNTOWN MRT STATION EXIT F,,NIL,DOWNTOWN MRT STATION EXIT F,DOWNTOWN MRT STATION EXIT F,NIL,30125.86827,29144.07119,1.279843061,103.85242029999999,103.85242029999999
