listing_id,sentiment_compound
49091,0.9615
50646,0.9200588235294118
56334,0.9465210526315788
71609,0.6938875000000002
71896,0.8541238095238096
71903,0.6190525
71907,0.8022166666666667
241503,0.9322458333333338
241508,0.9268079268292677
275343,0.8641222222222222
275344,0.9175555555555557
294281,0.8339685950413223
301247,0.7508913043478259
324945,0.8808692307692307
330089,0.8071666666666667
344803,0.6624372549019608
369141,0.8557261363636358
369145,0.8064448979591835
395191,0.8649481481481482
423875,0.8211714285714286
468782,0.9007113924050633
553229,0.7409444444444446
604966,0.8514444444444443
696136,0.9265307692307692
746929,0.9110700934579442
756267,0.8742878787878791
756300,0.8083535714285713
765579,0.95355
782227,0.872
804470,0.9971
819034,0.849315789473684
819044,0.8806492307692307
881253,0.7141500000000001
915275,0.5352
918880,0.961375
922509,0.7220999999999999
982909,0.8922754807692309
1024986,0.8198584337349394
1142414,0.7847
1178486,0.9296642857142856
1183421,0.903374074074074
1210268,0.8499416666666666
1229614,0.8148424242424243
1233249,0.8403357142857143
1242205,0.9112
1244654,0.7638666666666666
1249555,0.9912
1261443,0.9026000000000001
1277842,0.8709135135135132
1277919,0.6845600000000001
1302185,0.8146547945205478
1315867,0.8933485294117647
1363204,0.47700000000000004
1413962,0.9222694444444444
1434208,0.88946
1466685,0.9498766666666666
1508829,0.7207500000000001
1521198,0.8103956521739132
1615074,0.4014
1622505,0.9152038461538459
1647014,0.82946875
1654840,0.8519
1678744,0.7888349206349208
1678754,0.7844500000000001
1678755,0.7609078947368417
1715479,0.8431083333333333
1719704,0.6585
1726303,0.8838999999999999
1743439,0.6987333333333332
1766900,0.43969
1804722,0.9876
1816463,0.7859428571428572
1833950,0.894596153846154
1857229,0.7238857142857144
1900478,0.6486
1902729,0.9128333333333334
1902793,0.56855
2001199,0.87825
2009008,0.73524
2030544,0.9339
2030663,0.22985
2036711,0.7100184210526317
2085130,0.7925636363636364
2090082,0.7468959595959594
2090132,0.7329690721649481
2095865,0.9432400000000003
2121839,0.9034897959183674
2128831,0.553225
2128875,0.9087142857142857
2129215,0.8959463667820065
2142826,0.7147571428571429
2146015,0.7595831578947366
2156329,0.7901945454545453
2156372,0.8555916666666668
2320536,0.9854
2357514,0.8143489726027392
2362558,0.8109
2375063,0.7103911290322574
2377875,0.8794955555555559
2387096,0.8248
2387588,0.706352272727273
2387715,0.7742190476190477
2387766,0.7942307692307692
2427007,0.8923
2451003,0.663
2484135,0.7056000000000001
2488036,0.8080016528925623
2488042,0.6636238095238095
2547370,0.60695
2547778,0.6637
2696834,0.844139285714286
2731054,0.8805338983050847
2764928,0.9575714285714286
2838555,0.7993897959183675
2840554,0.840839534883721
2858696,0.7382544444444442
2868366,0.6717425339366515
3000736,0.8770562499999999
3000786,0.9855
3034137,0.7858444444444445
3075620,0.9838285714285714
3078453,0.8875333333333333
3085308,0.9035000000000001
3116909,0.7477655555555552
3141018,0.9224
3141692,0.7224444444444444
3142075,0.7354400000000001
3142155,0.92205
3158949,0.6607999999999999
3179080,0.9118000000000002
3207194,0.7568777777777778
3209752,0.9012692307692309
3209768,0.8795805970149253
3212083,0.89715
3253216,0.77155
3265545,0.9719
3304326,0.9588875
3380992,0.818335294117647
3419511,0.6488604938271603
3460343,0.7304810810810806
3468326,0.836322448979592
3479446,0.750572222222222
3479493,0.7201258064516126
3576098,0.8249045454545455
3580558,0.9095666666666669
3639516,0.7251861111111105
3651408,0.7710340579710144
3667894,0.6801
3717196,0.7611769230769231
3717217,0.7513449999999999
3753251,0.7605594713656388
3788645,0.9018333333333333
3802621,0.5667100000000002
3803160,0.8337
3804385,0.8572666666666667
3822245,0.7425897058823528
3877859,0.8956758620689653
3902423,0.86175
3953547,0.9763999999999999
3980202,0.780668
3981252,0.9529
3990431,0.6882900000000001
3990847,0.73472
3991040,0.6825129032258065
3995441,0.7972519999999998
4007891,0.6502318181818182
4008423,0.7413544378698225
4021128,0.9288714285714287
4026199,0.7708333333333334
4027867,0.6268641509433964
4054698,0.6433636363636364
4069756,0.7309125
4087935,0.923153846153846
4091059,0.7893511904761903
4108082,0.8774683636363642
4138944,0.8718270833333331
4139205,0.6870708333333327
4179725,0.80715
4183194,0.9330263157894738
4191686,0.8074
4191852,0.68454
4252548,0.8516881355932204
4271250,0.8978237410071942
4309836,0.8140433333333333
4360679,0.7429794117647057
4360811,0.6648435643564355
4360902,0.6793749999999995
4380000,0.5507142857142857
4383465,0.9561000000000001
4412603,0.7325108108108107
4430984,0.97
4441346,0.922175
4450681,0.7693533333333333
4486217,0.9483666666666668
4499317,0.8602614035087719
4505008,0.6617014705882353
4521061,0.9462307692307692
4526703,0.9624200000000002
4541072,0.8132250000000001
4541183,0.8369240223463686
4545820,0.7154936507936509
4561032,0.06875
4561463,0.9946
4576362,0.7814390624999998
4583694,0.8668461538461538
4584539,0.7070763157894733
4586160,0.7808875
4600559,0.9249499999999999
