host_is_superhost,host_identity_verified,accommodates,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,instant_bookable,calculated_host_listings_count,host_days_active,air_conditioning,bbq,balcony,bed_linen,breakfast,tv,cooking_basics,elevator,gym,child_friendly,hot_tub,pool,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,wheelchair_access,description_text_length,transit_text_length,distance_to_nearest_station,distance_to_city,sentiment_compound,host_response_time_unknown,host_response_time_within_a_day,host_response_rate_50-79%,host_response_rate_80-94%,host_acceptance_rate_50-69%,host_acceptance_rate_70-89%,host_acceptance_rate_unknown,neighbourhood_group_cleansed_central_region,neighbourhood_group_cleansed_east_region,neighbourhood_group_cleansed_north_region,neighbourhood_group_cleansed_north-east_region,neighbourhood_group_cleansed_west_region,room_type_entire_home/apt,room_type_private_room,room_type_shared_room,review_scores_rating_80-89/100,review_scores_rating_no_reviews,review_scores_accuracy_9/10,review_scores_cleanliness_0-8/10,review_scores_checkin_10/10,review_scores_communication_10/10,review_scores_location_9/10,review_scores_value_10/10,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,days_since_first_review_2-3_years,days_since_first_review_>4_years,days_since_last_review_>2_years,property_category_apartment,property_category_condo,property_category_hostel,property_category_svc_apt_hotel
1,1,2,1.0,1.0,66.0,0.0,30.0,1,10.0,4,0,90,0,12,2716.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,164,17,0.16493674924327914,14.364177833459404,0.7254099999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1,1,2,1.0,1.0,66.0,0.0,30.0,1,10.0,4,30,88,0,12,2716.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,164,17,0.35433166725418314,14.42506229029142,0.7603114754098356,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
0,1,3,1.0,2.0,49.0,0.0,30.0,1,11.0,3,0,61,1,3,2901.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,188,58,1.3360195119089722,5.98279777395717,0.7840557692307691,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,2,0.0,1.0,150.0,0.0,0.0,2,20.0,6,28,11,0,6,2282.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169,30,0.4718776506733878,3.4393832694927657,0.8141399999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
1,1,3,1.0,1.0,250.0,250.0,60.0,2,30.0,3,25,60,1,10,2120.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,172,164,0.07197443442568938,3.07707729529638,0.8798736842105259,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1,2,0.0,1.0,75.0,1000.0,0.0,1,0.0,29,30,12,0,4,2345.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54,0,0.4697782940859749,4.403839751437627,0.9079666666666666,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
0,1,2,1.0,1.0,60.0,0.0,0.0,2,10.0,1,21,46,0,39,2119.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,26,0,0.35216834649309275,6.955208854303759,0.5852540540540542,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,0,2,1.0,1.0,150.0,500.0,100.0,1,0.0,7,0,14,0,20,2582.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,150,0,0.4903201458325554,1.7665936053676552,0.7269153846153846,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
0,0,2,1.0,1.0,63.0,500.0,0.0,1,0.0,1,0,0,0,2,2186.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0.4120658982562601,3.9659094225144713,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,4,2.0,2.0,150.0,0.0,0.0,1,0.0,2,0,1,0,2,2116.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134,36,0.4774446747430799,2.7310422450936938,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
0,0,2,1.0,1.0,60.0,0.0,0.0,1,0.0,5,0,7,0,1,2327.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0.17025032154857425,1.8175803855381416,0.9691571428571428,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
0,0,2,1.0,1.0,159.0,0.0,0.0,1,0.0,365,28,0,0,1,1959.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144,24,0.2162765781950108,3.4597796835020205,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,6,2.0,2.0,201.0,0.0,20.0,2,15.0,7,21,26,1,117,2490.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,155,101,0.5377087500257612,5.777648703097537,0.5575692307692308,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,3,2.0,2.0,209.0,2091.0,418.0,3,139.0,30,0,3,0,2,2978.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,0.3682403895309145,2.6870248307107443,0.9443,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
1,0,2,1.0,1.0,120.0,130.0,0.0,2,0.0,5,29,194,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,173,101,0.07512360580332343,3.8519475689937885,0.8274141104294478,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,2,1.0,1.0,119.0,136.0,0.0,2,0.0,5,29,238,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,171,101,0.1344408068761936,3.6450208185102975,0.8380553763440863,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,1,2,1.0,1.0,147.0,0.0,0.0,1,0.0,1,0,0,0,2,2215.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,0,0.17549028892824842,2.504911729613528,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,2,1.0,1.0,124.0,136.0,0.0,2,0.0,5,29,197,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,165,94,0.14077688861277698,3.6952934156580497,0.8350823170731705,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1,0,2,1.0,1.0,119.0,136.0,0.0,2,0.0,5,0,224,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,172,101,0.13378074739746415,3.911397400671451,0.838132967032967,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,2,1.0,1.0,93.0,136.0,0.0,2,0.0,5,26,188,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,174,100,0.019723650995861344,3.7579162762456453,0.7983688622754489,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1,0,2,1.0,1.0,108.0,136.0,0.0,2,0.0,5,29,283,0,10,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,173,100,0.1381547233130089,3.683076493289991,0.8472244444444446,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2,1.0,1.0,54.0,200.0,0.0,1,0.0,90,29,22,0,1,1952.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74,0,0.8596581974704344,13.039967184253724,0.8055388888888891,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0
0,0,1,1.0,1.0,210.0,0.0,0.0,1,0.0,1,0,0,0,1,1950.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0.6417799269532563,5.6845840838846575,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,2,1.0,1.0,78.0,150.0,0.0,1,0.0,2,28,0,0,1,1950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,14,1.6955221720858165,13.014308797860098,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,1.0,1.0,59.0,200.0,20.0,1,20.0,2,0,3,0,1,2188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,103,8,0.5821660509431886,7.477258296519023,0.9857,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
0,0,2,1.0,1.0,60.0,500.0,100.0,1,50.0,7,29,0,0,3,1972.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149,31,0.25691326357764616,12.688490555319682,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,3,0.0,1.0,228.0,0.0,0.0,3,20.0,6,28,3,0,6,2282.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,152,18,0.4586571541655166,3.4373187204740554,0.8650000000000001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1
0,1,2,1.0,1.0,70.0,1700.0,0.0,2,0.0,90,23,23,0,3,2640.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,185,23,0.4757615543700861,3.759796036147261,0.9112142857142859,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
1,1,3,0.0,1.0,200.0,0.0,0.0,2,20.0,6,29,7,0,6,2282.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,161,9,0.5297190994917385,3.5122476397380504,0.8608399999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,2,1.0,1.0,108.0,210.0,22.0,1,0.0,2,30,11,0,2,1971.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181,20,0.2044466626781673,7.477163747902822,0.8406100000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0,6,3.0,2.0,229.0,200.0,120.0,4,20.0,2,30,137,1,1,1943.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,35,0.19050324773522292,11.124580625248694,0.7659936170212768,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,1,2,1.0,1.0,55.0,0.0,30.0,1,10.0,3,0,21,0,12,2716.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,163,34,0.3889800136396296,15.865181270986474,0.8440111111111109,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0
1,0,7,1.0,3.0,99.0,141.0,30.0,1,40.0,1,30,266,0,3,1941.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,171,46,0.4283747274932446,3.594238371697454,0.7845235294117643,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
1,0,6,1.0,3.0,89.0,141.0,30.0,1,40.0,1,30,209,0,3,1941.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,160,42,0.4046821075400427,3.3377899177462487,0.8748694656488548,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,6,1.0,2.0,196.0,419.0,84.0,2,28.0,1,29,9,0,16,2113.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,160,19,0.4278891298339277,4.335177913409322,0.8109200000000001,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
0,1,2,1.0,2.0,250.0,0.0,0.0,2,10.0,1,30,54,0,1,2219.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,172,188,1.4504293912927662,14.318492153678946,0.8891000000000001,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0
0,1,1,1.0,1.0,60.0,0.0,50.0,1,28.0,28,29,17,0,16,2006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,163,50,0.06748062374494497,3.153019903728687,0.7053769230769231,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,2,1.0,1.0,112.0,0.0,77.0,1,77.0,7,29,3,0,12,1936.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177,78,0.6421956646965197,15.6422748577212,0.7343,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
0,0,2,1.0,1.0,38.0,0.0,0.0,1,0.0,30,20,111,0,4,1933.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176,31,0.7502357164883661,16.041284297466472,0.8373494117647059,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,2,1.0,1.0,55.0,0.0,0.0,1,0.0,1,0,0,0,1,1932.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,0,0.3830593677336312,7.959492533728838,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,4,1.0,2.0,80.0,0.0,0.0,1,0.0,1,0,0,0,1,1932.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0.16736058146782226,7.237529459046511,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,2,1.0,1.0,38.0,0.0,0.0,1,0.0,30,29,65,0,4,1933.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,170,40,0.7552123028416419,15.936777412988901,0.7745509433962264,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
0,0,4,1.0,1.0,148.0,0.0,20.0,2,45.0,10,1,6,0,117,2490.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,152,120,0.8633057323852141,4.359831164066085,-0.011959999999999991,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,1,2,1.0,2.0,78.0,0.0,30.0,1,0.0,1,29,20,1,2,2513.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,158,21,1.5057573460485332,9.050709289071474,0.6999166666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2,1.0,1.0,80.0,500.0,100.0,1,50.0,30,28,0,0,3,1972.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,150,31,0.16138928678108885,12.83001672028835,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,3,1.0,1.0,61.0,0.0,0.0,1,20.0,1,0,10,1,1,1925.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,187,0,0.17573949240532913,2.9584668587080296,0.89366,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0
0,1,1,1.0,1.0,300.0,0.0,0.0,1,0.0,1,30,0,0,1,1948.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0.6039861658655759,6.26664634166824,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,2,1.0,1.0,89.0,500.0,0.0,1,0.0,90,28,8,0,32,2048.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166,37,0.5208610412612363,2.1666238630125307,0.8141875000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
0,1,1,1.0,1.0,45.0,0.0,0.0,1,10.0,7,28,6,0,1,1916.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,157,15,0.04357833252996594,5.015897855093356,0.7978833333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
0,1,4,1.0,1.0,238.0,0.0,50.0,1,50.0,2,0,16,0,1,1915.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,15,0.20979903129114652,3.938207883788488,0.8938857142857143,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
1,1,7,1.0,1.0,85.0,0.0,20.0,1,15.0,30,30,151,0,7,1914.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,173,114,0.4487527322793293,16.239215438364948,0.8222130081300814,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1,2,1.0,1.0,55.0,300.0,0.0,1,10.0,2,0,0,1,1,2046.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,177,43,0.7445437095181561,3.2969082216932586,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1.0,1.0,122.0,0.0,0.0,1,0.0,2,28,0,0,1,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.3724109225023824,12.740971763315905,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,5,1.0,1.0,70.0,0.0,20.0,1,15.0,90,0,285,0,7,1914.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,171,114,0.3538348286215331,16.204944389309812,0.8780605504587152,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
1,1,3,1.0,1.0,60.0,0.0,20.0,1,15.0,30,30,296,0,7,1914.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,184,114,0.2989487832708272,16.262204125676842,0.847816438356164,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
0,0,2,1.0,1.0,48.0,300.0,30.0,1,0.0,5,12,16,0,10,2555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,16,0.3728034446647448,4.209338978985933,0.7768846153846153,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,2,1.0,1.0,75.0,0.0,10.0,1,0.0,1,0,0,1,1,2084.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,30,0.8854292027282309,4.186754647178857,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,1.0,1.0,119.0,0.0,0.0,1,0.0,1,0,0,0,1,1908.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,1.1928788740790341,14.645285529930673,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1.0,1.0,50.0,300.0,0.0,1,20.0,1,0,0,0,1,1907.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0.7907626474301449,9.307296819718676,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,4,1.0,1.0,184.0,0.0,0.0,2,0.0,1,0,0,1,1,1907.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0,0.21022240881843396,10.617191095377326,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,1.0,1.0,120.0,0.0,0.0,1,0.0,1,0,0,0,1,1906.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0977314044310683,6.4279342436674325,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
